step,time_s,vehicle_id,lane_pos_m,speed_mps,leader_of_this_vehicle,gap_to_leader_m,safe_dist_m,action
288,28.900,follower_02,107.333,4.999,follower_01,12.618,12.775,brake (too close to follower_01)
288,28.900,follower_03,94.617,4.864,follower_02,12.716,12.493,follow
288,28.900,follower_04,82.037,5.130,follower_03,12.580,13.053,brake (too close to follower_03)
289,29.000,leader,133.101,4.995,,,12.767,leader_state:normal
289,29.000,follower_01,120.459,5.080,leader,12.642,12.948,brake (too close to leader)
289,29.000,follower_02,107.817,4.844,follower_01,12.642,12.452,follow
289,29.000,follower_03,95.120,5.025,follower_02,12.698,12.831,brake (too close to follower_02)
289,29.000,follower_04,82.534,4.971,follower_03,12.585,12.716,brake (too close to follower_03)
290,29.100,leader,133.599,4.974,,,12.722,leader_state:normal
290,29.100,follower_01,120.952,4.923,leader,12.647,12.616,follow
290,29.100,follower_02,108.328,5.109,follower_01,12.623,13.009,brake (too close to follower_01)
290,29.100,follower_03,95.607,4.869,follower_02,12.722,12.504,follow
290,29.100,follower_04,83.016,4.817,follower_03,12.591,12.395,follow
291,29.200,leader,134.094,4.959,,,12.690,leader_state:normal
291,29.200,follower_01,121.471,5.198,leader,12.623,13.199,brake (too close to leader)
291,29.200,follower_02,108.823,4.951,follower_01,12.648,12.674,brake (too close to follower_01)
291,29.200,follower_03,96.112,5.053,follower_02,12.712,12.890,brake (too close to follower_02)
291,29.200,follower_04,83.515,4.992,follower_03,12.597,12.760,brake (too close to follower_03)
292,29.300,leader,134.593,4.983,,,12.741,leader_state:normal
292,29.300,follower_01,121.975,5.037,leader,12.618,12.855,brake (too close to leader)
292,29.300,follower_02,109.303,4.797,follower_01,12.672,12.355,follow
292,29.300,follower_03,96.601,4.897,follower_02,12.702,12.561,follow
292,29.300,follower_04,83.999,4.837,follower_03,12.603,12.437,follow
293,29.400,leader,135.093,4.999,,,12.775,leader_state:normal
293,29.400,follower_01,122.463,4.881,leader,12.630,12.528,follow
293,29.400,follower_02,109.799,4.954,follower_01,12.664,12.682,brake (too close to follower_01)
293,29.400,follower_03,97.106,5.050,follower_02,12.692,12.884,brake (too close to follower_02)
293,29.400,follower_04,84.509,5.100,follower_03,12.598,12.989,brake (too close to follower_03)
294,29.500,leader,135.590,4.969,,,12.712,leader_state:normal
294,29.500,follower_01,122.974,5.109,leader,12.616,13.010,brake (too close to leader)
294,29.500,follower_02,110.279,4.801,follower_01,12.695,12.362,follow
294,29.500,follower_03,97.596,4.894,follower_02,12.683,12.555,follow
294,29.500,follower_04,85.003,4.942,follower_03,12.593,12.655,brake (too close to follower_03)
295,29.600,leader,136.087,4.977,,,12.730,leader_state:normal
295,29.600,follower_01,123.469,4.951,leader,12.618,12.675,brake (too close to leader)
295,29.600,follower_02,110.783,5.042,follower_01,12.686,12.866,brake (too close to follower_01)
295,29.600,follower_03,98.106,5.106,follower_02,12.676,13.003,brake (too close to follower_02)
295,29.600,follower_04,85.482,4.789,follower_03,12.625,12.337,follow
296,29.700,leader,136.585,4.981,,,12.738,leader_state:normal
296,29.700,follower_01,123.949,4.798,leader,12.636,12.356,follow
296,29.700,follower_02,111.271,4.886,follower_01,12.677,12.538,follow
296,29.700,follower_03,98.601,4.948,follower_02,12.670,12.668,follow
296,29.700,follower_04,85.988,5.067,follower_03,12.613,12.919,brake (too close to follower_03)
297,29.800,leader,137.083,4.974,,,12.723,leader_state:normal
297,29.800,follower_01,124.450,5.012,leader,12.633,12.803,brake (too close to leader)
297,29.800,follower_02,111.787,5.152,follower_01,12.663,13.101,brake (too close to follower_01)
297,29.800,follower_03,99.116,5.149,follower_02,12.670,13.094,brake (too close to follower_02)
297,29.800,follower_04,86.479,4.910,follower_03,12.637,12.589,follow
298,29.900,leader,137.582,4.993,,,12.764,leader_state:normal
298,29.900,follower_01,124.936,4.857,leader,12.646,12.477,follow
298,29.900,follower_02,112.286,4.992,follower_01,12.650,12.762,brake (too close to follower_01)
298,29.900,follower_03,99.615,4.989,follower_02,12.671,12.755,brake (too close to follower_02)
298,29.900,follower_04,86.998,5.182,follower_03,12.617,13.165,brake (too close to follower_03)
299,30.000,leader,138.078,4.962,,,12.698,leader_state:normal
299,30.000,follower_01,125.438,5.027,leader,12.640,12.834,brake (too close to leader)
299,30.000,follower_02,112.770,4.838,follower_01,12.669,12.439,follow
299,30.000,follower_03,100.099,4.835,follower_02,12.671,12.432,follow
299,30.000,follower_04,87.500,5.021,follower_03,12.599,12.823,brake (too close to follower_03)
300,30.100,leader,138.577,4.985,,,12.746,leader_state:normal
300,30.100,follower_01,125.925,4.871,leader,12.651,12.507,follow
300,30.100,follower_02,113.281,5.110,follower_01,12.645,13.011,brake (too close to follower_01)
300,30.100,follower_03,100.599,5.007,follower_02,12.681,12.792,brake (too close to follower_02)
300,30.100,follower_04,87.986,4.866,follower_03,12.613,12.497,follow
301,30.200,leader,139.072,4.954,,,12.682,leader_state:normal
301,30.200,follower_01,126.432,5.070,leader,12.640,12.926,brake (too close to leader)
301,30.200,follower_02,113.776,4.952,follower_01,12.657,12.676,brake (too close to follower_01)
301,30.200,follower_03,101.084,4.852,follower_02,12.691,12.467,follow
301,30.200,follower_04,88.503,5.165,follower_03,12.582,13.129,brake (too close to follower_03)
302,30.300,leader,139.571,4.992,,,12.761,leader_state:normal
302,30.300,follower_01,126.924,4.913,leader,12.648,12.595,follow
302,30.300,follower_02,114.256,4.798,follower_01,12.668,12.357,follow
302,30.300,follower_03,101.590,5.060,follower_02,12.665,12.905,brake (too close to follower_02)
302,30.300,follower_04,89.003,5.005,follower_03,12.587,12.788,brake (too close to follower_03)
303,30.400,leader,140.069,4.980,,,12.735,leader_state:normal
303,30.400,follower_01,127.444,5.205,leader,12.625,13.215,brake (too close to leader)
303,30.400,follower_02,114.753,4.972,follower_01,12.691,12.718,brake (too close to follower_01)
303,30.400,follower_03,102.081,4.904,follower_02,12.672,12.575,follow
303,30.400,follower_04,89.488,4.850,follower_03,12.592,12.464,follow
304,30.500,leader,140.567,4.978,,,12.732,leader_state:normal
304,30.500,follower_01,127.949,5.044,leader,12.619,12.870,brake (too close to leader)
304,30.500,follower_02,115.235,4.818,follower_01,12.714,12.396,follow
304,30.500,follower_03,102.591,5.106,follower_02,12.643,13.003,brake (too close to follower_02)
304,30.500,follower_04,90.000,5.118,follower_03,12.591,13.028,brake (too close to follower_03)
305,30.600,leader,141.064,4.971,,,12.716,leader_state:normal
305,30.600,follower_01,128.437,4.888,leader,12.627,12.542,follow
305,30.600,follower_02,115.743,5.081,follower_01,12.695,12.951,brake (too close to follower_01)
305,30.600,follower_03,103.086,4.948,follower_02,12.656,12.668,brake (too close to follower_02)
305,30.600,follower_04,90.496,4.959,follower_03,12.590,12.692,brake (too close to follower_03)
306,30.700,leader,141.562,4.980,,,12.737,leader_state:normal
306,30.700,follower_01,128.946,5.089,leader,12.616,12.967,brake (too close to leader)
306,30.700,follower_02,116.235,4.924,follower_01,12.711,12.618,follow
306,30.700,follower_03,103.566,4.795,follower_02,12.669,12.349,follow
306,30.700,follower_04,90.977,4.806,follower_03,12.589,12.372,follow
307,30.800,leader,142.061,4.983,,,12.743,leader_state:normal
307,30.800,follower_01,129.439,4.932,leader,12.621,12.634,brake (too close to leader)
307,30.800,follower_02,116.751,5.158,follower_01,12.689,13.113,brake (too close to follower_01)
307,30.800,follower_03,104.070,5.040,follower_02,12.681,12.862,brake (too close to follower_02)
307,30.800,follower_04,91.480,5.031,follower_03,12.590,12.844,brake (too close to follower_03)
308,30.900,leader,142.560,4.991,,,12.760,leader_state:normal
308,30.900,follower_01,129.917,4.779,leader,12.643,12.317,follow
308,30.900,follower_02,117.251,4.998,follower_01,12.667,12.773,brake (too close to follower_01)
308,30.900,follower_03,104.558,4.884,follower_02,12.693,12.534,follow
308,30.900,follower_04,91.967,4.876,follower_03,12.591,12.517,follow
309,31.000,leader,143.056,4.962,,,12.699,leader_state:normal
309,31.000,follower_01,130.410,4.930,leader,12.646,12.631,follow
309,31.000,follower_02,117.735,4.843,follower_01,12.675,12.449,follow
309,31.000,follower_03,105.068,5.101,follower_02,12.667,12.991,brake (too close to follower_02)
309,31.000,follower_04,92.484,5.171,follower_03,12.584,13.142,brake (too close to follower_03)
310,31.100,leader,143.553,4.965,,,12.704,leader_state:normal
310,31.100,follower_01,130.927,5.170,leader,12.625,13.141,brake (too close to leader)
310,31.100,follower_02,118.240,5.053,follower_01,12.687,12.891,brake (too close to follower_01)
310,31.100,follower_03,105.562,4.943,follower_02,12.678,12.657,follow
310,31.100,follower_04,92.986,5.011,follower_03,12.577,12.800,brake (too close to follower_03)
311,31.200,leader,144.052,4.991,,,12.758,leader_state:normal
311,31.200,follower_01,131.428,5.010,leader,12.623,12.800,brake (too close to leader)
311,31.200,follower_02,118.730,4.897,follower_01,12.698,12.562,follow
311,31.200,follower_03,106.072,5.099,follower_02,12.658,12.989,brake (too close to follower_02)
311,31.200,follower_04,93.471,4.856,follower_03,12.601,12.475,follow
312,31.300,leader,144.550,4.979,,,12.733,leader_state:normal
312,31.300,follower_01,131.914,4.855,leader,12.636,12.475,follow
312,31.300,follower_02,119.239,5.093,follower_01,12.675,12.975,brake (too close to follower_01)
312,31.300,follower_03,106.566,4.942,follower_02,12.673,12.655,follow
312,31.300,follower_04,93.981,5.103,follower_03,12.585,12.996,brake (too close to follower_03)
313,31.400,leader,145.046,4.967,,,12.709,leader_state:normal
313,31.400,follower_01,132.420,5.061,leader,12.626,12.907,brake (too close to leader)
313,31.400,follower_02,119.733,4.935,follower_01,12.687,12.642,follow
313,31.400,follower_03,107.084,5.172,follower_02,12.649,13.143,brake (too close to follower_02)
313,31.400,follower_04,94.476,4.945,follower_03,12.608,12.662,brake (too close to follower_03)
314,31.500,leader,145.543,4.966,,,12.706,leader_state:normal
314,31.500,follower_01,132.910,4.904,leader,12.632,12.577,follow
314,31.500,follower_02,120.247,5.145,follower_01,12.663,13.085,brake (too close to follower_01)
314,31.500,follower_03,107.585,5.012,follower_02,12.663,12.802,brake (too close to follower_02)
314,31.500,follower_04,94.955,4.792,follower_03,12.630,12.343,follow
315,31.600,leader,146.039,4.960,,,12.693,leader_state:normal
315,31.600,follower_01,133.417,5.065,leader,12.622,12.916,brake (too close to leader)
315,31.600,follower_02,120.746,4.985,follower_01,12.671,12.747,brake (too close to follower_01)
315,31.600,follower_03,108.070,4.856,follower_02,12.675,12.477,follow
315,31.600,follower_04,95.453,4.981,follower_03,12.617,12.738,brake (too close to follower_03)
316,31.700,leader,146.538,4.988,,,12.753,leader_state:normal
316,31.700,follower_01,133.908,4.908,leader,12.630,12.585,follow
316,31.700,follower_02,121.229,4.831,follower_01,12.679,12.424,follow
316,31.700,follower_03,108.586,5.152,follower_02,12.643,13.101,brake (too close to follower_02)
316,31.700,follower_04,95.936,4.827,follower_03,12.650,12.416,follow
317,31.800,leader,147.036,4.980,,,12.735,leader_state:normal
317,31.800,follower_01,134.428,5.197,leader,12.608,13.198,brake (too close to leader)
317,31.800,follower_02,121.737,5.080,follower_01,12.691,12.947,brake (too close to follower_01)
317,31.800,follower_03,109.085,4.993,follower_02,12.652,12.762,brake (too close to follower_02)
317,31.800,follower_04,96.436,5.004,follower_03,12.649,12.786,brake (too close to follower_03)
318,31.900,leader,147.532,4.969,,,12.712,leader_state:normal
318,31.900,follower_01,134.931,5.036,leader,12.601,12.854,brake (too close to leader)
318,31.900,follower_02,122.229,4.922,follower_01,12.702,12.615,follow
318,31.900,follower_03,109.569,4.838,follower_02,12.660,12.439,follow
318,31.900,follower_04,96.921,4.849,follower_03,12.647,12.461,follow
319,32.000,leader,148.031,4.980,,,12.736,leader_state:normal
319,32.000,follower_01,135.419,4.880,leader,12.611,12.526,follow
319,32.000,follower_02,122.738,5.093,follower_01,12.681,12.976,brake (too close to follower_01)
319,32.000,follower_03,110.069,5.001,follower_02,12.670,12.780,brake (too close to follower_02)
319,32.000,follower_04,97.429,5.083,follower_03,12.639,12.954,brake (too close to follower_03)
320,32.100,leader,148.527,4.969,,,12.713,leader_state:normal
320,32.100,follower_01,135.930,5.106,leader,12.598,13.002,brake (too close to leader)
320,32.100,follower_02,123.232,4.936,follower_01,12.698,12.642,follow
320,32.100,follower_03,110.553,4.846,follower_02,12.679,12.456,follow
320,32.100,follower_04,97.922,4.926,follower_03,12.631,12.622,follow
321,32.200,leader,149.026,4.987,,,12.750,leader_state:normal
321,32.200,follower_01,136.424,4.948,leader,12.602,12.668,brake (too close to leader)
321,32.200,follower_02,123.749,5.170,follower_01,12.676,13.139,brake (too close to follower_01)
321,32.200,follower_03,111.054,5.010,follower_02,12.695,12.798,brake (too close to follower_02)
321,32.200,follower_04,98.436,5.138,follower_03,12.619,13.071,brake (too close to follower_03)
322,32.300,leader,149.522,4.956,,,12.684,leader_state:normal
322,32.300,follower_01,136.904,4.795,leader,12.618,12.349,follow
322,32.300,follower_02,124.250,5.010,follower_01,12.654,12.798,brake (too close to follower_01)
322,32.300,follower_03,111.540,4.855,follower_02,12.710,12.473,follow
322,32.300,follower_04,98.934,4.979,follower_03,12.606,12.733,brake (too close to follower_03)
323,32.400,leader,150.020,4.980,,,12.736,leader_state:normal
323,32.400,follower_01,137.403,4.992,leader,12.617,12.760,brake (too close to leader)
323,32.400,follower_02,124.735,4.854,follower_01,12.668,12.473,follow
323,32.400,follower_03,112.046,5.061,follower_02,12.689,12.908,brake (too close to follower_02)
323,32.400,follower_04,99.416,4.825,follower_03,12.630,12.411,follow
324,32.500,leader,150.518,4.980,,,12.735,leader_state:normal
324,32.500,follower_01,137.887,4.837,leader,12.631,12.437,follow
324,32.500,follower_02,125.238,5.023,follower_01,12.649,12.826,brake (too close to follower_01)
324,32.500,follower_03,112.536,4.905,follower_02,12.701,12.578,follow
324,32.500,follower_04,99.928,5.118,follower_03,12.608,13.029,brake (too close to follower_03)
325,32.600,leader,151.017,4.993,,,12.764,leader_state:normal
325,32.600,follower_01,138.399,5.121,leader,12.618,13.035,brake (too close to leader)
325,32.600,follower_02,125.724,4.867,follower_01,12.675,12.500,follow
325,32.600,follower_03,113.055,5.190,follower_02,12.669,13.183,brake (too close to follower_02)
325,32.600,follower_04,100.424,4.960,follower_03,12.632,12.693,brake (too close to follower_03)
326,32.700,leader,151.513,4.963,,,12.700,leader_state:normal
326,32.700,follower_01,138.895,4.962,leader,12.618,12.699,brake (too close to leader)
326,32.700,follower_02,126.232,5.074,follower_01,12.663,12.934,brake (too close to follower_01)
326,32.700,follower_03,113.558,5.029,follower_02,12.673,12.840,brake (too close to follower_02)
326,32.700,follower_04,100.905,4.806,follower_03,12.654,12.373,follow
327,32.800,leader,152.012,4.982,,,12.740,leader_state:normal
327,32.800,follower_01,139.376,4.809,leader,12.635,12.378,follow
327,32.800,follower_02,126.723,4.917,follower_01,12.653,12.603,follow
327,32.800,follower_03,114.046,4.874,follower_02,12.678,12.513,follow
327,32.800,follower_04,101.404,4.994,follower_03,12.642,12.765,brake (too close to follower_03)
328,32.900,leader,152.509,4.976,,,12.727,leader_state:normal
328,32.900,follower_01,139.878,5.016,leader,12.631,12.812,brake (too close to leader)
328,32.900,follower_02,127.233,5.093,follower_01,12.645,12.975,brake (too close to follower_01)
328,32.900,follower_03,114.558,5.118,follower_02,12.675,13.029,brake (too close to follower_02)
328,32.900,follower_04,101.888,4.839,follower_03,12.670,12.441,follow
329,33.000,leader,153.009,4.999,,,12.775,leader_state:normal
329,33.000,follower_01,140.364,4.861,leader,12.645,12.486,follow
329,33.000,follower_02,127.726,4.935,follower_01,12.637,12.642,brake (too close to follower_01)
