step,time_s,veh,lane_pos_m,speed_mps,lead_of_this,gap_m,safe_m,action
85,86.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,7.001,4.000,follow_free
85,86.000,main_flow_e_w.13,226.630,0.632,main_flow_e_w.2,3.406,4.677,brake_close_to:main_flow_e_w.2
85,86.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.13,6.654,4.000,follow_free
85,86.000,main_flow_e_w.6,218.662,1.091,main_flow_e_w.5,3.846,5.223,brake_close_to:main_flow_e_w.5
85,86.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.6,5.825,4.000,follow_free
85,86.000,main_flow_e_w.10,210.043,1.329,main_flow_e_w.9,4.931,5.526,brake_close_to:main_flow_e_w.9
85,86.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.10,4.560,4.000,follow_free
85,86.000,main_flow_e_w.11,201.577,0.502,main_flow_e_w.8,6.120,4.530,follow_free
85,86.000,turn01,199.793,0.000,main_flow_e_w.11,3.664,4.000,brake_close_to:main_flow_e_w.11
85,86.000,main_flow_e_w.16,194.065,1.273,turn01,6.562,5.453,follow_free
85,86.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.16,3.444,4.000,brake_close_to:main_flow_e_w.16
85,86.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.12,7.001,4.000,follow_free
85,86.000,main_flow_e_w.18,181.026,2.016,main_flow_e_w.19,5.739,6.467,brake_to_lead:main_flow_e_w.19
85,86.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.18,3.904,4.000,brake_close_to:main_flow_e_w.18
85,86.000,main_flow_e_w.15,172.009,0.293,main_flow_e_w.14,7.498,4.303,follow_free
85,86.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.15,3.208,4.000,brake_close_to:main_flow_e_w.15
85,86.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.17,7.001,4.000,follow_free
85,86.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.20,7.001,4.000,follow_free
85,86.000,main_flow_e_w.23,150.785,0.001,main_flow_e_w.21,7.001,4.001,follow_free
85,86.000,main_flow_e_w.24,143.369,1.445,main_flow_e_w.23,8.077,5.678,follow_free
85,86.000,main_flow_e_w.22,134.667,4.313,main_flow_e_w.24,9.271,10.380,brake_to_lead:main_flow_e_w.24
85,86.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.22,117.119,4.000,follow_free
85,86.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
85,86.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
85,86.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
85,86.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
85,86.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.2,50.907,4.000,follow_free
85,86.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.896,4.000,follow_free
85,86.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.3,64.887,4.000,follow_free
85,86.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,71.880,4.000,follow_free
85,86.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.4,78.875,4.000,follow_free
85,86.000,main_flow_e_w.3,5.991,2.117,side_flow_n_s.5,36.495,6.615,brake_to_lead:side_flow_n_s.5
85,86.000,side_flow_s_n.5,3.594,0.000,main_flow_e_w.3,53.300,4.000,follow_free
85,86.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.5,92.867,4.000,follow_free
86,87.000,main_flow_e_w.0,241.799,0.000,,,4.000,free
86,87.000,leader,241.786,0.121,,,4.122,leader_state:fast
86,87.000,main_flow_e_w.1,234.798,0.000,leader,25.308,4.000,follow_free
86,87.000,main_flow_e_w.7,234.338,0.314,main_flow_e_w.1,3.233,4.325,brake_close_to:main_flow_e_w.1
86,87.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,7.282,4.000,follow_free
86,87.000,main_flow_e_w.13,227.023,0.392,main_flow_e_w.2,3.292,4.410,brake_close_to:main_flow_e_w.2
86,87.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.13,7.001,4.000,follow_free
86,87.000,main_flow_e_w.6,219.534,0.872,main_flow_e_w.5,3.440,4.957,brake_close_to:main_flow_e_w.5
86,87.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.6,6.571,4.000,follow_free
86,87.000,main_flow_e_w.10,211.107,1.063,main_flow_e_w.9,4.179,5.189,brake_close_to:main_flow_e_w.9
86,87.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.10,5.370,4.000,follow_free
86,87.000,main_flow_e_w.11,202.455,0.878,main_flow_e_w.8,5.391,4.964,follow_free
86,87.000,turn01,199.793,0.000,main_flow_e_w.11,4.163,4.000,follow_free
86,87.000,main_flow_e_w.16,194.346,0.282,turn01,6.317,4.291,follow_free
86,87.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.16,3.558,4.000,brake_close_to:main_flow_e_w.16
86,87.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.12,7.001,4.000,follow_free
86,87.000,main_flow_e_w.18,182.370,1.344,main_flow_e_w.19,4.684,5.545,brake_close_to:main_flow_e_w.19
86,87.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.18,4.802,4.000,follow_free
86,87.000,main_flow_e_w.15,173.096,1.087,main_flow_e_w.14,6.531,5.218,follow_free
86,87.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.15,3.457,4.000,brake_close_to:main_flow_e_w.15
86,87.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.17,7.001,4.000,follow_free
86,87.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.20,7.001,4.000,follow_free
86,87.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.21,7.001,4.000,follow_free
86,87.000,main_flow_e_w.24,147.422,4.053,main_flow_e_w.23,4.643,9.878,brake_to_lead:main_flow_e_w.23
86,87.000,main_flow_e_w.22,138.024,3.357,main_flow_e_w.24,9.927,8.609,follow_free
86,87.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.22,113.768,4.000,follow_free
86,87.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
86,87.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
86,87.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
86,87.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
86,87.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.2,50.907,4.000,follow_free
86,87.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.896,4.000,follow_free
86,87.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.3,64.887,4.000,follow_free
86,87.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,71.880,4.000,follow_free
86,87.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.4,78.875,4.000,follow_free
86,87.000,main_flow_e_w.3,7.403,1.411,side_flow_n_s.5,36.967,5.633,follow_free
86,87.000,side_flow_s_n.5,3.594,0.000,main_flow_e_w.3,53.708,4.000,follow_free
86,87.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.5,92.867,4.000,follow_free
86,87.000,main_flow_e_w.4,2.103,2.666,side_flow_n_s.6,45.304,7.455,brake_to_lead:side_flow_n_s.6
86,87.000,main_flow_e_w.25,0.208,12.486,main_flow_e_w.4,244.716,33.807,brake_to_lead:main_flow_e_w.4
87,88.000,main_flow_e_w.0,241.799,0.000,,,4.000,free
87,88.000,leader,241.793,0.007,,,4.007,leader_state:fast
87,88.000,main_flow_e_w.1,234.798,0.000,leader,25.301,4.000,follow_free
87,88.000,main_flow_e_w.7,234.589,0.251,main_flow_e_w.1,3.207,4.258,brake_close_to:main_flow_e_w.1
87,88.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,7.508,4.000,follow_free
87,88.000,main_flow_e_w.13,227.337,0.314,main_flow_e_w.2,3.233,4.325,brake_close_to:main_flow_e_w.2
87,88.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.13,7.282,4.000,follow_free
87,88.000,main_flow_e_w.6,220.022,0.488,main_flow_e_w.5,3.292,4.514,brake_close_to:main_flow_e_w.5
87,88.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.6,7.001,4.000,follow_free
87,88.000,main_flow_e_w.10,211.957,0.851,main_flow_e_w.9,3.690,4.931,brake_close_to:main_flow_e_w.9
87,88.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.10,6.075,4.000,follow_free
87,88.000,main_flow_e_w.11,203.386,0.931,main_flow_e_w.8,4.675,5.027,brake_close_to:main_flow_e_w.8
87,88.000,turn01,199.793,0.000,main_flow_e_w.11,4.811,4.000,follow_free
87,88.000,main_flow_e_w.16,195.124,0.778,turn01,5.660,4.845,follow_free
87,88.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.16,3.960,4.000,brake_close_to:main_flow_e_w.16
87,88.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.12,7.001,4.000,follow_free
87,88.000,main_flow_e_w.18,183.445,1.075,main_flow_e_w.19,3.968,5.204,brake_close_to:main_flow_e_w.19
87,88.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.18,5.649,4.000,follow_free
87,88.000,main_flow_e_w.15,174.783,1.687,main_flow_e_w.14,5.128,6.003,brake_close_to:main_flow_e_w.14
87,88.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.15,4.382,4.000,follow_free
87,88.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.17,7.001,4.000,follow_free
87,88.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.20,7.001,4.000,follow_free
87,88.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.21,7.001,4.000,follow_free
87,88.000,main_flow_e_w.24,150.124,2.702,main_flow_e_w.23,3.268,7.513,brake_to_lead:main_flow_e_w.23
87,88.000,main_flow_e_w.22,143.507,5.483,main_flow_e_w.24,7.349,12.824,brake_to_lead:main_flow_e_w.24
87,88.000,main_flow_e_w.26,118.100,12.135,main_flow_e_w.22,25.407,32.498,brake_to_lead:main_flow_e_w.22
87,88.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.26,133.663,4.000,follow_free
87,88.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
87,88.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
87,88.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
87,88.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
87,88.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.2,50.907,4.000,follow_free
87,88.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.896,4.000,follow_free
87,88.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.3,64.887,4.000,follow_free
87,88.000,main_flow_e_w.3,10.619,3.217,side_flow_n_s.4,32.016,8.367,brake_to_lead:side_flow_n_s.4
87,88.000,side_flow_s_n.4,10.595,0.000,main_flow_e_w.3,48.283,4.000,follow_free
87,88.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.4,78.875,4.000,follow_free
87,88.000,main_flow_e_w.25,9.420,9.212,side_flow_n_s.5,245.113,22.642,brake_to_lead:side_flow_n_s.5
87,88.000,main_flow_e_w.4,3.880,1.777,main_flow_e_w.25,237.260,6.128,follow_free
87,88.000,side_flow_s_n.5,3.594,0.000,main_flow_e_w.4,48.037,4.000,follow_free
87,88.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.5,92.867,4.000,follow_free
88,89.000,main_flow_e_w.0,241.799,0.000,,,4.000,free
88,89.000,leader,241.797,0.004,,,4.004,leader_state:fast
88,89.000,main_flow_e_w.1,234.798,0.000,leader,25.297,4.000,follow_free
88,89.000,main_flow_e_w.7,234.790,0.201,main_flow_e_w.1,3.200,4.205,brake_close_to:main_flow_e_w.1
88,89.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,7.690,4.000,follow_free
88,89.000,main_flow_e_w.13,227.588,0.251,main_flow_e_w.2,3.207,4.258,brake_close_to:main_flow_e_w.2
88,89.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.13,7.508,4.000,follow_free
88,89.000,main_flow_e_w.6,220.336,0.314,main_flow_e_w.5,3.233,4.325,brake_close_to:main_flow_e_w.5
88,89.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.6,7.282,4.000,follow_free
88,89.000,main_flow_e_w.10,212.638,0.681,main_flow_e_w.9,3.403,4.732,brake_close_to:main_flow_e_w.9
88,89.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.10,6.663,4.000,follow_free
88,89.000,main_flow_e_w.11,204.130,0.744,main_flow_e_w.8,4.163,4.806,brake_close_to:main_flow_e_w.8
88,89.000,turn01,199.793,0.000,main_flow_e_w.11,5.390,4.000,follow_free
88,89.000,main_flow_e_w.16,195.890,0.766,turn01,5.047,4.831,follow_free
88,89.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.16,4.454,4.000,follow_free
88,89.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.12,7.001,4.000,follow_free
88,89.000,main_flow_e_w.18,184.305,0.860,main_flow_e_w.19,3.528,4.942,brake_close_to:main_flow_e_w.19
88,89.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.18,6.377,4.000,follow_free
88,89.000,main_flow_e_w.15,176.132,1.349,main_flow_e_w.14,4.160,5.552,brake_close_to:main_flow_e_w.14
88,89.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.15,5.395,4.000,follow_free
88,89.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.17,7.001,4.000,follow_free
88,89.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.20,7.001,4.000,follow_free
88,89.000,main_flow_e_w.24,151.925,1.801,main_flow_e_w.21,6.678,6.162,follow_free
88,89.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.24,3.397,4.000,brake_close_to:main_flow_e_w.24
88,89.000,main_flow_e_w.22,143.785,0.277,main_flow_e_w.23,7.001,4.286,follow_free
88,89.000,main_flow_e_w.26,128.018,9.918,main_flow_e_w.22,16.088,24.848,brake_to_lead:main_flow_e_w.22
88,89.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.26,123.970,4.000,follow_free
88,89.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
88,89.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
88,89.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
88,89.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
88,89.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.2,50.907,4.000,follow_free
88,89.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.896,4.000,follow_free
88,89.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.3,64.887,4.000,follow_free
88,89.000,main_flow_e_w.25,15.562,6.142,side_flow_n_s.4,238.040,14.333,brake_to_lead:side_flow_n_s.4
88,89.000,main_flow_e_w.3,12.764,2.145,main_flow_e_w.25,254.422,6.656,follow_free
88,89.000,side_flow_s_n.4,10.595,0.000,main_flow_e_w.3,49.184,4.000,follow_free
88,89.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.4,78.875,4.000,follow_free
88,89.000,main_flow_e_w.4,8.092,4.212,side_flow_n_s.5,37.812,10.183,brake_to_lead:side_flow_n_s.5
88,89.000,side_flow_s_n.5,3.594,0.000,main_flow_e_w.4,48.071,4.000,follow_free
88,89.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.5,92.867,4.000,follow_free
89,90.000,main_flow_e_w.0,241.799,0.000,,,4.000,free
89,90.000,leader,241.798,0.001,,,4.001,leader_state:fast
89,90.000,main_flow_e_w.7,234.951,0.161,leader,24.116,4.164,follow_free
89,90.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.7,3.204,4.000,brake_close_to:main_flow_e_w.7
89,90.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.1,7.001,4.000,follow_free
89,90.000,main_flow_e_w.13,227.789,0.201,main_flow_e_w.2,3.200,4.205,brake_close_to:main_flow_e_w.2
89,90.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.13,7.690,4.000,follow_free
89,90.000,main_flow_e_w.6,220.587,0.251,main_flow_e_w.5,3.207,4.258,brake_close_to:main_flow_e_w.5
89,90.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.6,7.508,4.000,follow_free
89,90.000,main_flow_e_w.10,213.183,0.545,main_flow_e_w.9,3.258,4.577,brake_close_to:main_flow_e_w.9
89,90.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.10,7.145,4.000,follow_free
89,90.000,main_flow_e_w.11,204.726,0.596,main_flow_e_w.8,3.810,4.635,brake_close_to:main_flow_e_w.8
89,90.000,turn01,199.793,0.000,main_flow_e_w.11,5.880,4.000,follow_free
89,90.000,main_flow_e_w.16,196.796,0.906,turn01,4.384,4.997,brake_close_to:turn01
89,90.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.16,5.126,4.000,follow_free
89,90.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.12,7.001,4.000,follow_free
89,90.000,main_flow_e_w.18,184.994,0.688,main_flow_e_w.19,3.298,4.741,brake_close_to:main_flow_e_w.19
89,90.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.18,6.980,4.000,follow_free
89,90.000,main_flow_e_w.15,177.212,1.080,main_flow_e_w.14,3.568,5.209,brake_close_to:main_flow_e_w.14
89,90.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.15,6.297,4.000,follow_free
89,90.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.17,7.001,4.000,follow_free
89,90.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.20,7.001,4.000,follow_free
89,90.000,main_flow_e_w.24,156.588,4.663,main_flow_e_w.21,3.417,11.078,brake_to_lead:main_flow_e_w.21
89,90.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.24,6.626,4.000,follow_free
89,90.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.23,7.001,4.000,follow_free
89,90.000,main_flow_e_w.26,134.723,6.704,main_flow_e_w.22,9.610,15.699,brake_to_lead:main_flow_e_w.22
89,90.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.26,117.287,4.000,follow_free
89,90.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
89,90.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
89,90.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
89,90.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
89,90.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.2,50.907,4.000,follow_free
89,90.000,main_flow_e_w.25,19.656,4.094,side_flow_n_s.3,233.162,9.957,brake_to_lead:side_flow_n_s.3
89,90.000,side_flow_s_n.3,17.596,0.000,main_flow_e_w.25,231.258,4.000,follow_free
89,90.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.3,64.887,4.000,follow_free
89,90.000,main_flow_e_w.3,16.917,4.153,side_flow_n_s.4,35.623,10.069,brake_to_lead:side_flow_n_s.4
89,90.000,main_flow_e_w.4,10.900,2.808,main_flow_e_w.3,20.666,7.684,follow_free
89,90.000,side_flow_s_n.4,10.595,0.000,main_flow_e_w.4,41.346,4.000,follow_free
89,90.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.4,78.875,4.000,follow_free
89,90.000,side_flow_s_n.5,3.594,0.000,side_flow_n_s.5,85.871,4.000,follow_free
89,90.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.5,92.867,4.000,follow_free
90,91.000,main_flow_e_w.0,241.799,0.000,,,4.000,free
90,91.000,leader,241.799,0.001,,,4.001,leader_state:fast
90,91.000,main_flow_e_w.7,236.653,1.702,leader,22.478,6.024,follow_free
90,91.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.7,3.699,4.000,brake_close_to:main_flow_e_w.7
90,91.000,main_flow_e_w.13,227.950,0.161,main_flow_e_w.1,7.559,4.164,follow_free
90,91.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.13,3.204,4.000,brake_close_to:main_flow_e_w.13
90,91.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
90,91.000,main_flow_e_w.6,220.788,0.201,main_flow_e_w.5,3.200,4.205,brake_close_to:main_flow_e_w.5
90,91.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.6,7.690,4.000,follow_free
90,91.000,main_flow_e_w.10,213.586,0.404,main_flow_e_w.9,3.207,4.422,brake_close_to:main_flow_e_w.9
90,91.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.10,7.508,4.000,follow_free
90,91.000,main_flow_e_w.11,205.202,0.476,main_flow_e_w.8,3.574,4.502,brake_close_to:main_flow_e_w.8
90,91.000,turn01,199.793,0.000,main_flow_e_w.11,6.285,4.000,follow_free
90,91.000,main_flow_e_w.16,197.521,0.725,turn01,3.925,4.783,brake_close_to:turn01
90,91.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.16,5.710,4.000,follow_free
90,91.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.12,7.001,4.000,follow_free
90,91.000,main_flow_e_w.18,185.544,0.550,main_flow_e_w.19,3.210,4.584,brake_close_to:main_flow_e_w.19
90,91.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.18,7.474,4.000,follow_free
90,91.000,main_flow_e_w.15,177.993,0.781,main_flow_e_w.14,3.298,4.849,brake_close_to:main_flow_e_w.14
90,91.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.15,6.980,4.000,follow_free
90,91.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.17,7.001,4.000,follow_free
90,91.000,main_flow_e_w.24,159.696,3.109,main_flow_e_w.20,6.014,8.182,brake_to_lead:main_flow_e_w.20
90,91.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.24,3.726,4.000,brake_close_to:main_flow_e_w.24
90,91.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.21,7.001,4.000,follow_free
90,91.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.23,7.001,4.000,follow_free
90,91.000,main_flow_e_w.26,139.193,4.470,main_flow_e_w.22,5.597,10.689,brake_to_lead:main_flow_e_w.22
90,91.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.26,112.834,4.000,follow_free
90,91.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
90,91.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
90,91.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
90,91.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
90,91.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.2,50.907,4.000,follow_free
90,91.000,main_flow_e_w.25,22.386,2.730,side_flow_n_s.3,230.447,7.557,brake_to_lead:side_flow_n_s.3
90,91.000,main_flow_e_w.3,19.686,2.769,main_flow_e_w.25,254.520,7.620,follow_free
90,91.000,side_flow_s_n.3,17.596,0.000,main_flow_e_w.3,46.857,4.000,follow_free
90,91.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.3,64.887,4.000,follow_free
90,91.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,71.880,4.000,follow_free
90,91.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.4,78.875,4.000,follow_free
90,91.000,side_flow_s_n.5,3.594,0.000,side_flow_n_s.5,85.871,4.000,follow_free
90,91.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.5,92.867,4.000,follow_free
90,91.000,main_flow_e_w.4,2.201,5.701,side_flow_n_s.6,45.480,13.313,brake_to_lead:side_flow_n_s.6
91,92.000,main_flow_e_w.0,241.799,0.000,,,4.000,free
91,92.000,leader,241.799,0.000,,,4.000,leader_state:fast
91,92.000,main_flow_e_w.7,240.654,4.001,leader,18.678,9.780,brake_to_lead:leader
91,92.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.7,6.674,4.000,follow_free
91,92.000,main_flow_e_w.13,229.014,1.064,main_flow_e_w.1,6.610,5.190,follow_free
91,92.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.13,3.424,4.000,brake_close_to:main_flow_e_w.13
91,92.000,main_flow_e_w.6,220.949,0.161,main_flow_e_w.2,7.559,4.164,follow_free
91,92.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.6,3.204,4.000,brake_close_to:main_flow_e_w.6
91,92.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.5,7.001,4.000,follow_free
91,92.000,main_flow_e_w.10,213.787,0.201,main_flow_e_w.9,3.200,4.205,brake_close_to:main_flow_e_w.9
91,92.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.10,7.690,4.000,follow_free
91,92.000,main_flow_e_w.11,205.584,0.381,main_flow_e_w.8,3.421,4.397,brake_close_to:main_flow_e_w.8
91,92.000,turn01,199.793,0.000,main_flow_e_w.11,6.616,4.000,follow_free
91,92.000,main_flow_e_w.16,198.100,0.580,turn01,3.620,4.617,brake_close_to:turn01
91,92.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.16,6.198,4.000,follow_free
91,92.000,main_flow_e_w.18,185.984,0.440,main_flow_e_w.12,7.522,4.462,follow_free
91,92.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.18,3.206,4.000,brake_close_to:main_flow_e_w.18
91,92.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.19,7.001,4.000,follow_free
91,92.000,main_flow_e_w.15,178.543,0.550,main_flow_e_w.14,3.210,4.584,brake_close_to:main_flow_e_w.14
91,92.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.15,7.474,4.000,follow_free
91,92.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.17,7.001,4.000,follow_free
91,92.000,main_flow_e_w.24,161.768,2.072,main_flow_e_w.20,4.400,6.550,brake_to_lead:main_flow_e_w.20
91,92.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.24,5.108,4.000,follow_free
91,92.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.21,7.001,4.000,follow_free
